* NAME                TYPENAME                             S              BETX              BETY              ALFX              ALFY               MUX               MUY               K0L               K1L               K2L          DeltaMUX          DeltaMUY
$ %s                  %s                                 %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
  QD5E.32             QUAD                      1974.8179830         7.8626168        27.7031091         -.5556156        -2.0996498        29.9483040        27.7044626          .0000000         -.1793457          .0000000        29.9483040        27.7044626
  MQEAE32             MONI                      1980.3824571        48.5050151         7.6858431        -5.6463304         1.2526734        29.9974932        27.7624294          .0000000          .0000000          .0000000        29.9974932        27.7624294
  QEAE.32             QUAD                      1980.5693821        50.6395818         7.2292110        -5.7730449         1.1901889        29.9980934        27.7664209          .0000000          .1830092          .0000000        29.9980934        27.7664209
  SF6ORE.2            MULT                      1984.4830211        32.0504182         9.2019251         2.8562316         -.6946667        30.0125838        27.8518471          .0000000          .0000000          .0782590        30.0125838        27.8518471
  MQF4E27             MONI                      1985.0030211        29.1572012         9.9679438         2.7076473         -.7784462        30.0152912        27.8604927          .0000000          .0000000          .0000000        30.0152912        27.8604927
  QF4E.27             QUAD                      1985.1954061        28.1259555        10.2734297         2.6526753         -.8094422        30.0163604        27.8635186          .0000000          .0349495          .0000000        30.0163604        27.8635186
  QD3E.27             QUAD                      1988.8017273         9.1768173        21.3563664         1.8716914        -2.0181093        30.0518675        27.9032381          .0000000         -.1748774          .0000000        30.0518675        27.9032381
  MQD3E27             MONI                      1989.8148023         7.4403317        20.9498176          .2028379         1.7084092        30.0720769        27.9106170          .0000000          .0000000          .0000000        30.0720769        27.9106170
  SD5ORE.1            MULT                      1990.0088023         7.3668970        20.2939947          .1756911         1.6721215        30.0762478        27.9121145          .0000000          .0000000        -1.3629211        30.0762478        27.9121145
  QF2E.33             QUAD                      1999.5362216        16.7139602         5.3929208        -1.1570756         -.1093058        30.2404965        28.0941032          .0000000          .1918305          .0000000        30.2404965        28.0941032
  MQF2E33             MONI                      2000.2647066        15.5592217         6.6593999         1.9371573        -1.4349155        30.2475052        28.1140016          .0000000          .0000000          .0000000        30.2475052        28.1140016
  MQD1E17             MONI                      2004.0044605         5.3422016        23.8161932          .7948461        -3.1527643        30.3147746        28.1619871          .0000000          .0000000          .0000000        30.3147746        28.1619871
  QD1E.17             QUAD                      2004.1968455         5.0476740        25.0462837          .7360819        -3.2411359        30.3206723        28.1632407          .0000000         -.2548509          .0000000        30.3206723        28.1632407
  MQF2E34             MONI                      2009.1442144        15.5592217         6.6593999        -1.9371573         1.4349155        30.4274818        28.2186611          .0000000          .0000000          .0000000        30.4274818        28.2186611
  QF2E.34             QUAD                      2009.3157294        16.2327103         6.1806936        -1.9895467         1.3561304        30.4291995        28.2229164          .0000000          .1918305          .0000000        30.4291995        28.2229164
  SD5ORE.2            MULT                      2018.3701188         7.1534277        17.0478657         -.0315607        -1.4794601        30.5760809        28.4117304          .0000000          .0000000        -1.3629211        30.5760809        28.4117304
  MQD3E28             MONI                      2019.5941188         7.4403317        20.9498176         -.2028379        -1.7084092        30.6029101        28.4220457          .0000000          .0000000          .0000000        30.6029101        28.4220457
  QD3E.28             QUAD                      2019.7810438         7.5210520        21.5950421         -.2289948        -1.7433735        30.6068875        28.4234444          .0000000         -.1748774          .0000000        30.6068875        28.4234444
  QF4E.28             QUAD                      2023.1982850        22.1708225        12.4928701        -3.1431863         1.4026489        30.6521920        28.4547786          .0000000          .0349495          .0000000        30.6521920        28.4547786
  MQF4E28             MONI                      2024.4059000        29.1572012         9.9679438        -2.7076473          .7784462        30.6596958        28.4721700          .0000000          .0000000          .0000000        30.6596958        28.4721700
  SF4ORE.1            MULT                      2024.5919000        30.1743314         9.6839357        -2.7607948          .7484789        30.6606938        28.4751832          .0000000          .0000000         1.6145758        30.6606938        28.4751832
  QEAE.33             QUAD                      2028.0133890        52.4114193         6.4482097        -3.7384481          .1972281        30.6744039        28.5464525          .0000000          .1830092          .0000000        30.6744039        28.5464525
  MQEAE33             MONI                      2029.0264640        48.5050151         7.6858431         5.6463304        -1.2526734        30.6774938        28.5702334          .0000000          .0000000          .0000000        30.6774938        28.5702334
  QD5E.33             QUAD                      2033.7647881        10.2165134        27.0620512         2.4342696        -2.8365801        30.7116316        28.6235130          .0000000         -.1793457          .0000000        30.7116316        28.6235130
  MQD5E33             MONI                      2034.7778631         7.6607158        26.9249766          .5245025         2.0631561        30.7305166        28.6292894          .0000000          .0000000          .0000000        30.7305166        28.6292894
  MQF6E17             MONI                      2042.0896634         8.8850272         7.1496356         -.6920158          .6371258        30.9037415        28.7175970          .0000000          .0000000          .0000000        30.9037415        28.7175970
  QF6E.17             QUAD                      2042.2611784         9.1273058         6.9368671         -.7205639          .6033985        30.9067729        28.7214735          .0000000          .1633353          .0000000        30.9067729        28.7214735
  MQD5E34             MONI                      2050.3014638         7.6607158        26.9249766         -.5245025        -2.0631561        31.0926062        28.8266375          .0000000          .0000000          .0000000        31.0926062        28.8266375
  QD5E.34             QUAD                      2050.4883888         7.8626168        27.7031091         -.5556156        -2.0996498        31.0964398        28.8277269          .0000000         -.1793457          .0000000        31.0964398        28.8277269
  MQEAE34             MONI                      2056.0528629        48.5050151         7.6858431        -5.6463304         1.2526734        31.1456290        28.8856936          .0000000          .0000000          .0000000        31.1456290        28.8856936
  QEAE.34             QUAD                      2056.2397879        50.6395818         7.2292110        -5.7730449         1.1901889        31.1462292        28.8896852          .0000000          .1830092          .0000000        31.1462292        28.8896852
  SF4ORE.2            MULT                      2060.1534269        32.0504182         9.2019251         2.8562316         -.6946667        31.1607196        28.9751113          .0000000          .0000000         1.6145758        31.1607196        28.9751113
  MQF4E29             MONI                      2060.6734269        29.1572012         9.9679438         2.7076473         -.7784462        31.1634270        28.9837569          .0000000          .0000000          .0000000        31.1634270        28.9837569
  QF4E.29             QUAD                      2060.8658119        28.1259555        10.2734297         2.6526753         -.8094422        31.1644962        28.9867829          .0000000          .0349495          .0000000        31.1644962        28.9867829
  QD3E.29             QUAD                      2064.4721331         9.1768173        21.3563664         1.8716914        -2.0181093        31.2000033        29.0265024          .0000000         -.1748774          .0000000        31.2000033        29.0265024
  MQD3E29             MONI                      2065.4852081         7.4403317        20.9498176          .2028379         1.7084092        31.2202127        29.0338813          .0000000          .0000000          .0000000        31.2202127        29.0338813
  SD3ORE.1            MULT                      2065.6792081         7.3668970        20.2939947          .1756911         1.6721215        31.2243836        29.0353787          .0000000          .0000000       -12.2594632        31.2243836        29.0353787
  QF2E.35             QUAD                      2075.2066274        16.7139602         5.3929208        -1.1570756         -.1093058        31.3886323        29.2173674          .0000000          .1918305          .0000000        31.3886323        29.2173674
  MQF2E35             MONI                      2075.9351124        15.5592217         6.6593999         1.9371573        -1.4349155        31.3956410        29.2372659          .0000000          .0000000          .0000000        31.3956410        29.2372659
  MQD1E18             MONI                      2079.6748663         5.3422016        23.8161932          .7948461        -3.1527643        31.4629104        29.2852513          .0000000          .0000000          .0000000        31.4629104        29.2852513
  QD1E.18             QUAD                      2079.8672513         5.0476740        25.0462837          .7360819        -3.2411359        31.4688081        29.2865050          .0000000         -.2548509          .0000000        31.4688081        29.2865050
  MQF2E36             MONI                      2084.8146202        15.5592217         6.6593999        -1.9371573         1.4349155        31.5756176        29.3419253          .0000000          .0000000          .0000000        31.5756176        29.3419253
  QF2E.36             QUAD                      2084.9861352        16.2327103         6.1806936        -1.9895467         1.3561304        31.5773353        29.3461807          .0000000          .1918305          .0000000        31.5773353        29.3461807
  SD3ORE.2            MULT                      2094.0405246         7.1534277        17.0478657         -.0315607        -1.4794601        31.7242167        29.5349947          .0000000          .0000000       -12.2594632        31.7242167        29.5349947
  MQD3E30             MONI                      2095.2645246         7.4403317        20.9498176         -.2028379        -1.7084092        31.7510459        29.5453099          .0000000          .0000000          .0000000        31.7510459        29.5453099
  QD3E.30             QUAD                      2095.4514496         7.5210520        21.5950421         -.2289948        -1.7433735        31.7550233        29.5467086          .0000000         -.1748774          .0000000        31.7550233        29.5467086
  QF4E.30             QUAD                      2098.8686908        22.1708225        12.4928701        -3.1431863         1.4026489        31.8003278        29.5780428          .0000000          .0349495          .0000000        31.8003278        29.5780428
  MQF4E30             MONI                      2100.0763058        29.1572012         9.9679438        -2.7076473          .7784462        31.8078316        29.5954343          .0000000          .0000000          .0000000        31.8078316        29.5954343
  SF2ORE.1            MULT                      2100.2623058        30.1743314         9.6839357        -2.7607948          .7484789        31.8088296        29.5984475          .0000000          .0000000         4.5007247        31.8088296        29.5984475
  QEAE.35             QUAD                      2103.6837948        52.4114193         6.4482097        -3.7384481          .1972281        31.8225397        29.6697168          .0000000          .1830092          .0000000        31.8225397        29.6697168
  MQEAE35             MONI                      2104.6968698        48.5050151         7.6858431         5.6463304        -1.2526734        31.8256296        29.6934976          .0000000          .0000000          .0000000        31.8256296        29.6934976
  QD5E.35             QUAD                      2109.4351939        10.2165134        27.0620512         2.4342696        -2.8365801        31.8597674        29.7467772          .0000000         -.1793457          .0000000        31.8597674        29.7467772
  MQD5E35             MONI                      2110.4482689         7.6607158        26.9249766          .5245025         2.0631561        31.8786524        29.7525537          .0000000          .0000000          .0000000        31.8786524        29.7525537
  MQF6E18             MONI                      2117.7600692         8.8850272         7.1496356         -.6920158          .6371258        32.0518773        29.8408612          .0000000          .0000000          .0000000        32.0518773        29.8408612
  QF6E.18             QUAD                      2117.9315842         9.1273058         6.9368671         -.7205639          .6033985        32.0549087        29.8447377          .0000000          .1633353          .0000000        32.0549087        29.8447377
  MQD5E36             MONI                      2125.9718696         7.6607158        26.9249766         -.5245025        -2.0631561        32.2407420        29.9499018          .0000000          .0000000          .0000000        32.2407420        29.9499018
  QD5E.36             QUAD                      2126.1587946         7.8626168        27.7031091         -.5556156        -2.0996498        32.2445756        29.9509911          .0000000         -.1793457          .0000000        32.2445756        29.9509911
  MQEAE36             MONI                      2131.7232687        48.5050151         7.6858431        -5.6463304         1.2526734        32.2937648        30.0089579          .0000000          .0000000          .0000000        32.2937648        30.0089579
  QEAE.36             QUAD                      2131.9101937        50.6395818         7.2292110        -5.7730449         1.1901889        32.2943650        30.0129494          .0000000          .1830092          .0000000        32.2943650        30.0129494
  SF2ORE.2            MULT                      2135.8238327        32.0504182         9.2019251         2.8562316         -.6946667        32.3088554        30.0983756          .0000000          .0000000         4.5007247        32.3088554        30.0983756
  MQS4OE1             MONI                      2136.3498327        29.1247197         9.9772910         2.7059328         -.7794129        32.3115956        30.1071169          .0000000          .0000000          .0000000        32.3115956        30.1071169
  QS4OE.1             QUAD                      2136.5367577        28.1230907        10.2743039         2.6525210         -.8095292        32.3126351        30.1100555          .0000000         -.1086511          .0000000        32.3126351        30.1100555
  QSBOE.1             QUAD                      2139.3701953        27.8528683        10.1148572         -.4356106          .0575092        32.3293640        30.1532347          .0000000          .1713018          .0000000        32.3293640        30.1532347
  MQSBOE1             MONI                      2140.3832703        23.3106086        12.3125821         3.8546116        -1.9923876        32.3354929        30.1681703          .0000000          .0000000          .0000000        32.3354929        30.1681703
  MQS3ORE             MONI                      2142.9329276         8.0771440        25.0962292         2.1200990        -3.0214811        32.3652388        30.1913367          .0000000          .0000000          .0000000        32.3652388        30.1913367
  QS3ORE              QUAD                      2143.1245276         7.2896960        26.2688779         1.9897550        -3.0988148        32.3692133        30.1925243          .0000000         -.1218871          .0000000        32.3692133        30.1925243
  QS2ORE              QUAD                      2151.4749542        11.6604873        27.8833869        -1.7361893         -.0702382        32.6707015        30.2400190          .0000000          .0928441          .0000000        32.6707015        30.2400190
  MQS2ORE             MONI                      2152.2034392        13.2848919        30.4043538         -.7192456        -2.8290778        32.6799068        30.2440510          .0000000          .0000000          .0000000        32.6799068        30.2440510
  MQR7ORE             MONI                      2156.6123470        21.8471728        61.1051859        -1.2228010        -4.1341947        32.7215692        30.2603591          .0000000          .0000000          .0000000        32.7215692        30.2603591
  QR7ORE              QUAD                      2156.7992720        22.3083077        62.6610997        -1.2441504        -4.1895380        32.7229168        30.2608398          .0000000         -.1249157          .0000000        32.7229168        30.2608398
  QR6ORE              QUAD                      2162.3468614        88.6237211        33.2165764        -8.4639413         2.6070501        32.7437633        30.2793434          .0000000          .1368891          .0000000        32.7437633        30.2793434
  MQR6ORE             MONI                      2163.5544764        91.7603481        33.2348271         4.0237664        -1.9032723        32.7458306        30.2853063          .0000000          .0000000          .0000000        32.7458306        30.2853063
  MQR5ORE             MONI                      2175.5325939        22.2452057        98.7852407         1.7797451        -3.5692415        32.7885364        30.3188245          .0000000          .0000000          .0000000        32.7885364        30.3188245
  QR5ORE              QUAD                      2175.7022039        21.6468700        99.9999999         1.7479698        -3.5928316        32.7897666        30.3190961          .0000000         -.1269830          .0000000        32.7897666        30.3190961
  MQR4ORE             MONI                      2184.9583939        45.9630652         4.1630204        -1.8112917         1.5971421        32.8385579        30.3915091          .0000000          .0000000          .0000000        32.8385579        30.3915091
  QR4ORE              QUAD                      2185.1280039        46.5801708         3.6457752        -1.8270884         1.4524727        32.8391413        30.3984403          .0000000          .1308187          .0000000        32.8391413        30.3984403
  MQR3ORE             MONI                      2194.3841939         3.3143289        34.0843629          .5967405        -4.2817592        32.9678522        30.7361871          .0000000          .0000000          .0000000        32.9678522        30.7361871
  QR3ORE              QUAD                      2194.5538039         3.1236732        35.5531388          .5273424        -4.3779660        32.9762457        30.7369625          .0000000         -.2043108          .0000000        32.9762457        30.7369625
  MQR2ORE             MONI                      2203.8099939        34.8057218         4.7479218        -3.3658129          .5746181        33.1656568        30.8555494          .0000000          .0000000          .0000000        33.1656568        30.8555494
  QR2ORE              QUAD                      2203.9796039        35.9576627         4.5610595        -3.4258912          .5270999        33.1664199        30.8613515          .0000000          .1800745          .0000000        33.1664199        30.8613515
  MQDWOE1             MONI                      2213.2357939         4.3532490        30.8260256          .5210970        -2.5920978        33.2921630        31.0114680          .0000000          .0000000          .0000000        33.2921630        31.0114680
  QDWOE.1             QUAD                      2213.4054039         4.1848852        31.7125205          .4715556        -2.6345689        33.2984892        31.0123314          .0000000         -.1561958          .0000000        33.2984892        31.0123314
  MQFWOE              MONI                      2222.6615939        29.5362231         6.2589859        -2.6058185          .5537409        33.4637835        31.1212572          .0000000          .0000000          .0000000        33.4637835        31.1212572
  QFWOE               QUAD                      2222.8312039        30.4277564         6.0771515        -2.6505538          .5183331        33.4646839        31.1256347          .0000000          .1594399          .0000000        33.4646839        31.1256347
  MQDWOE2             MONI                      2232.0873939         6.5021517        31.1697887          .5154172        -2.3172962        33.5741579        31.2477670          .0000000          .0000000          .0000000        33.5741579        31.2477670
  QDWOE.2             QUAD                      2232.2570039         6.3329115        31.9617409          .4824023        -2.3519577        33.5783651        31.2486222          .0000000         -.1561958          .0000000        33.5783651        31.2486222
  MQFROE2             MONI                      2241.2131939        31.3140040         5.0351872        -2.3568988          .5119838        33.6927066        31.3679866          .0000000          .0000000          .0000000        33.6927066        31.3679866
  QFROE.2             QUAD                      2241.3732339        32.0737617         4.8777316        -2.3904000          .4718680        33.6935103        31.3731272          .0000000          .1481462          .0000000        33.6935103        31.3731272
  MQDROE3             MONI                      2250.6389939         6.9657018        29.3993215          .6768551        -2.5237427        33.7909702        31.5293994          .0000000          .0000000          .0000000        33.7909702        31.5293994
  QDROE.3             QUAD                      2250.7990339         6.7544155        30.2135412          .6433539        -2.5638586        33.7946839        31.5302540          .0000000         -.1683622          .0000000        33.7946839        31.5302540
  MQFROE3             MONI                      2260.0647939        31.3140040         5.0351872        -2.3568988          .5119838        33.9161629        31.6512779          .0000000          .0000000          .0000000        33.9161629        31.6512779
  QFROE.3             QUAD                      2260.2248339        32.0737617         4.8777316        -2.3904000          .4718680        33.9169667        31.6564184          .0000000          .1481462          .0000000        33.9169667        31.6564184
  MQDROE4             MONI                      2269.4905939         6.9657018        29.3993215          .6768551        -2.5237427        34.0144265        31.8126906          .0000000          .0000000          .0000000        34.0144265        31.8126906
  QDROE.4             QUAD                      2269.6506339         6.7544155        30.2135412          .6433539        -2.5638586        34.0181403        31.8135453          .0000000         -.1683622          .0000000        34.0181403        31.8135453
  MQFROE4             MONI                      2278.9163939        31.3140040         5.0351872        -2.3568988          .5119838        34.1396193        31.9345691          .0000000          .0000000          .0000000        34.1396193        31.9345691
  QFROE.4             QUAD                      2279.0764339        32.0737617         4.8777316        -2.3904000          .4718680        34.1404230        31.9397097          .0000000          .1481462          .0000000        34.1404230        31.9397097
  MQDROE5             MONI                      2288.3421939         6.9657018        29.3993215          .6768551        -2.5237427        34.2378829        32.0959819          .0000000          .0000000          .0000000        34.2378829        32.0959819
  QDROE.5             QUAD                      2288.5022339         6.7544155        30.2135412          .6433539        -2.5638586        34.2415967        32.0968365          .0000000         -.1683622          .0000000        34.2415967        32.0968365
  MQFROE5             MONI                      2297.7679939        31.3140040         5.0351872        -2.3568988          .5119838        34.3630757        32.2178604          .0000000          .0000000          .0000000        34.3630757        32.2178604
  QFROE.5             QUAD                      2297.9280339        32.0737617         4.8777316        -2.3904000          .4718680        34.3638794        32.2230009          .0000000          .1481462          .0000000        34.3638794        32.2230009
  MQDROE6             MONI                      2307.1937939         6.9657018        29.3993215          .6768551        -2.5237427        34.4613393        32.3792732          .0000000          .0000000          .0000000        34.4613393        32.3792732
  QDROE.6             QUAD                      2307.3538339         6.7544155        30.2135412          .6433539        -2.5638586        34.4650530        32.3801278          .0000000         -.1683622          .0000000        34.4650530        32.3801278
  MQR2OLE             MONI                      2316.6195939        31.3140040         5.0351872        -2.3568988          .5119838        34.5865320        32.5011517          .0000000          .0000000          .0000000        34.5865320        32.5011517
  QR2OLE              QUAD                      2316.7796339        32.0737617         4.8777316        -2.3904000          .4718680        34.5873357        32.5062922          .0000000          .1794014          .0000000        34.5873357        32.5062922
  MQR3OLE             MONI                      2326.0453939         2.6426343        34.0280122          .1491080        -2.9078867        34.7724371        32.6498163          .0000000          .0000000          .0000000        34.7724371        32.6498163
  QR3OLE              QUAD                      2326.2054339         2.6048154        34.9658859          .0872008        -2.9523591        34.7821514        32.6505547          .0000000         -.2033076          .0000000        34.7821514        32.6505547
  MQR4OLE             MONI                      2335.4711939        56.3358053         1.9929596        -5.4921852         -.2385753        34.9419582        32.9046119          .0000000          .0000000          .0000000        34.9419582        32.9046119
  QR4OLE              QUAD                      2335.6312339        58.1079126         2.0829059        -5.5807169         -.3234487        34.9424034        32.9171264          .0000000          .2027357          .0000000        34.9424034        32.9171264
  MQR5OLE             MONI                      2344.8969939         1.7307293        90.8137570          .4807170        -8.9779317        35.0989194        33.0504014          .0000000          .0000000          .0000000        35.0989194        33.0504014
  QR5OLE              QUAD                      2345.0570339         1.5950801        93.7104285          .3668786        -9.1217402        35.1142732        33.0506775          .0000000         -.1307175          .0000000        35.1142732        33.0506775
  MQR6OLE             MONI                      2356.6188487        95.6058897        40.1727170        -8.3508633         2.1309597        35.3717297        33.0788543          .0000000          .0000000          .0000000        35.3717297        33.0788543
  QR6OLE              QUAD                      2356.8112337        98.8464358        39.3578927        -8.4932051         2.1044242        35.3720447        33.0796243          .0000000          .2076924          .0000000        35.3720447        33.0796243
  QR7OLE              QUAD                      2360.7041737        38.8181432        88.9976581         7.5968746        -9.3252767        35.3811964        33.0910289          .0000000         -.1582045          .0000000        35.3811964        33.0910289
  MQR7OLE             MONI                      2361.7172487        30.9236536        90.7041398         1.5954831         5.0848831        35.3859893        33.0927710          .0000000          .0000000          .0000000        35.3859893        33.0927710
  QS2OLE              QUAD                      2369.4976637        13.0372822        29.5009911          .7034173         2.7814574        35.4493186        33.1168001          .0000000          .0925796          .0000000        35.4493186        33.1168001
  MQS2OLE             MONI                      2370.2261487        11.0689797        27.9121083         1.6768656          .0694727        35.4588567        33.1208911          .0000000          .0000000          .0000000        35.4588567        33.1208911
  QS3OLE              QUAD                      2377.5884490         5.0388698        28.7351393         -.8574731         -.1809999        35.7360857        33.1627315          .0000000         -.1218362          .0000000        35.7360857        33.1627315
  MQS3OLE             MONI                      2378.5968490         8.0771440        25.0962292        -2.1200990         3.0214811        35.7619300        33.1685746          .0000000          .0000000          .0000000        35.7619300        33.1685746
  MQSBOE2             MONI                      2381.1465063        23.3106086        12.3125821        -3.8546116         1.9923876        35.7916759        33.1917410          .0000000          .0000000          .0000000        35.7916759        33.1917410
  QSBOE.2             QUAD                      2381.3334313        24.7754253        11.5818308        -3.9817753         1.9169409        35.7929139        33.1942324          .0000000          .1713018          .0000000        35.7929139        33.1942324
  QS4OE.2             QUAD                      2384.1668689        26.2761873        10.7453947          .3498678         -.2566150        35.8096247        33.2375127          .0000000         -.1086511          .0000000        35.8096247        33.2375127
  MQS4OE2             MONI                      2385.1799439        29.1247197         9.9772910        -2.7059328          .7794129        35.8155733        33.2527943          .0000000          .0000000          .0000000        35.8155733        33.2527943
  SF2OLE.1            MULT                      2385.3719439        30.1743314         9.6839357        -2.7607948          .7484789        35.8166041        33.2559033          .0000000          .0000000          .6769016        35.8166041        33.2559033
  QEAE.37             QUAD                      2388.7934329        52.4114193         6.4482097        -3.7384481          .1972281        35.8303142        33.3271726          .0000000          .1830092          .0000000        35.8303142        33.3271726
  MQEAE37             MONI                      2389.8065079        48.5050151         7.6858431         5.6463304        -1.2526734        35.8334041        33.3509534          .0000000          .0000000          .0000000        35.8334041        33.3509534
  QD5E.37             QUAD                      2394.5448320        10.2165134        27.0620512         2.4342696        -2.8365801        35.8675418        33.4042330          .0000000         -.1793457          .0000000        35.8675418        33.4042330
  MQD5E37             MONI                      2395.5579070         7.6607158        26.9249766          .5245025         2.0631561        35.8864268        33.4100095          .0000000          .0000000          .0000000        35.8864268        33.4100095
  MQF6E19             MONI                      2402.8697074         8.8850272         7.1496356         -.6920158          .6371258        36.0596517        33.4983170          .0000000          .0000000          .0000000        36.0596517        33.4983170
  QF6E.19             QUAD                      2403.0412224         9.1273058         6.9368671         -.7205639          .6033985        36.0626832        33.5021935          .0000000          .1633353          .0000000        36.0626832        33.5021935
  MQD5E38             MONI                      2411.0815077         7.6607158        26.9249766         -.5245025        -2.0631561        36.2485165        33.6073576          .0000000          .0000000          .0000000        36.2485165        33.6073576
  QD5E.38             QUAD                      2411.2684327         7.8626168        27.7031091         -.5556156        -2.0996498        36.2523501        33.6084469          .0000000         -.1793457          .0000000        36.2523501        33.6084469
  MQEAE38             MONI                      2416.8329068        48.5050151         7.6858431        -5.6463304         1.2526734        36.3015392        33.6664137          .0000000          .0000000          .0000000        36.3015392        33.6664137
  QEAE.38             QUAD                      2417.0198318        50.6395818         7.2292110        -5.7730449         1.1901889        36.3021395        33.6704052          .0000000          .1830092          .0000000        36.3021395        33.6704052
  SF2OLE.2            MULT                      2420.9334708        32.0504182         9.2019251         2.8562316         -.6946667        36.3166298        33.7558314          .0000000          .0000000          .6769016        36.3166298        33.7558314
  MQF4E31             MONI                      2421.4534708        29.1572012         9.9679438         2.7076473         -.7784462        36.3193372        33.7644770          .0000000          .0000000          .0000000        36.3193372        33.7644770
  QF4E.31             QUAD                      2421.6458558        28.1259555        10.2734297         2.6526753         -.8094422        36.3204065        33.7675029          .0000000          .0349495          .0000000        36.3204065        33.7675029
  QD3E.31             QUAD                      2425.2521770         9.1768173        21.3563664         1.8716914        -2.0181093        36.3559136        33.8072224          .0000000         -.1748774          .0000000        36.3559136        33.8072224
  MQD3E31             MONI                      2426.2652520         7.4403317        20.9498176          .2028379         1.7084092        36.3761229        33.8146013          .0000000          .0000000          .0000000        36.3761229        33.8146013
  SD3OLE.1            MULT                      2426.4592520         7.3668970        20.2939947          .1756911         1.6721215        36.3802938        33.8160988          .0000000          .0000000        -4.9432200        36.3802938        33.8160988
  QF2E.37             QUAD                      2435.9866714        16.7139602         5.3929208        -1.1570756         -.1093058        36.5445425        33.9980875          .0000000          .1918305          .0000000        36.5445425        33.9980875
  MQF2E37             MONI                      2436.7151564        15.5592217         6.6593999         1.9371573        -1.4349155        36.5515512        34.0179860          .0000000          .0000000          .0000000        36.5515512        34.0179860
  MQD1E19             MONI                      2440.4549103         5.3422016        23.8161932          .7948461        -3.1527643        36.6188207        34.0659714          .0000000          .0000000          .0000000        36.6188207        34.0659714
  QD1E.19             QUAD                      2440.6472953         5.0476740        25.0462837          .7360819        -3.2411359        36.6247184        34.0672251          .0000000         -.2548509          .0000000        36.6247184        34.0672251
  MQF2E38             MONI                      2445.5946642        15.5592217         6.6593999        -1.9371573         1.4349155        36.7315279        34.1226454          .0000000          .0000000          .0000000        36.7315279        34.1226454
  QF2E.38             QUAD                      2445.7661792        16.2327103         6.1806936        -1.9895467         1.3561304        36.7332455        34.1269007          .0000000          .1918305          .0000000        36.7332455        34.1269007
  SD3OLE.2            MULT                      2454.8205685         7.1534277        17.0478657         -.0315607        -1.4794601        36.8801270        34.3157147          .0000000          .0000000        -4.9432200        36.8801270        34.3157147
  MQD3E32             MONI                      2456.0445685         7.4403317        20.9498176         -.2028379        -1.7084092        36.9069562        34.3260300          .0000000          .0000000          .0000000        36.9069562        34.3260300
  QD3E.32             QUAD                      2456.2314935         7.5210520        21.5950421         -.2289948        -1.7433735        36.9109335        34.3274287          .0000000         -.1748774          .0000000        36.9109335        34.3274287
  QF4E.32             QUAD                      2459.6487347        22.1708225        12.4928701        -3.1431863         1.4026489        36.9562381        34.3587629          .0000000          .0349495          .0000000        36.9562381        34.3587629
  MQF4E32             MONI                      2460.8563497        29.1572012         9.9679438        -2.7076473          .7784462        36.9637418        34.3761543          .0000000          .0000000          .0000000        36.9637418        34.3761543
  SF4OLE.1            MULT                      2461.0423497        30.1743314         9.6839357        -2.7607948          .7484789        36.9647399        34.3791675          .0000000          .0000000         3.3094152        36.9647399        34.3791675
  QEAE.39             QUAD                      2464.4638387        52.4114193         6.4482097        -3.7384481          .1972281        36.9784500        34.4504368          .0000000          .1830092          .0000000        36.9784500        34.4504368
  MQEAE39             MONI                      2465.4769137        48.5050151         7.6858431         5.6463304        -1.2526734        36.9815398        34.4742177          .0000000          .0000000          .0000000        36.9815398        34.4742177
  QD5E.39             QUAD                      2470.2152378        10.2165134        27.0620512         2.4342696        -2.8365801        37.0156776        34.5274973          .0000000         -.1793457          .0000000        37.0156776        34.5274973
  MQD5E39             MONI                      2471.2283128         7.6607158        26.9249766          .5245025         2.0631561        37.0345626        34.5332737          .0000000          .0000000          .0000000        37.0345626        34.5332737
  MQF6E20             MONI                      2478.5401132         8.8850272         7.1496356         -.6920158          .6371258        37.2077875        34.6215813          .0000000          .0000000          .0000000        37.2077875        34.6215813
  QF6E.20             QUAD                      2478.7116282         9.1273058         6.9368671         -.7205639          .6033985        37.2108190        34.6254578          .0000000          .1633353          .0000000        37.2108190        34.6254578
  MQD5E40             MONI                      2486.7519135         7.6607158        26.9249766         -.5245025        -2.0631561        37.3966522        34.7306219          .0000000          .0000000          .0000000        37.3966522        34.7306219
  QD5E.40             QUAD                      2486.9388385         7.8626168        27.7031091         -.5556156        -2.0996498        37.4004859        34.7317112          .0000000         -.1793457          .0000000        37.4004859        34.7317112
  MQEAE40             MONI                      2492.5033126        48.5050151         7.6858431        -5.6463304         1.2526734        37.4496750        34.7896779          .0000000          .0000000          .0000000        37.4496750        34.7896779
  QEAE.40             QUAD                      2492.6902376        50.6395818         7.2292110        -5.7730449         1.1901889        37.4502753        34.7936695          .0000000          .1830092          .0000000        37.4502753        34.7936695
  SF4OLE.2            MULT                      2496.6038766        32.0504182         9.2019251         2.8562316         -.6946667        37.4647656        34.8790957          .0000000          .0000000         3.3094152        37.4647656        34.8790957
  MQF4E33             MONI                      2497.1238766        29.1572012         9.9679438         2.7076473         -.7784462        37.4674730        34.8877412          .0000000          .0000000          .0000000        37.4674730        34.8877412
  QF4E.33             QUAD                      2497.3162616        28.1259555        10.2734297         2.6526753         -.8094422        37.4685423        34.8907672          .0000000          .0349495          .0000000        37.4685423        34.8907672
